"DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","ORIGIN","ORIGIN_STATE_ABR","ORIGIN_STATE_NM","DEST","DEST_STATE_ABR","DEST_STATE_NM","DEP_DELAY_NEW","ARR_DELAY_NEW","CANCELLED","CANCELLATION_CODE","AIR_TIME","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
18,4,2018-01-18,"CLL","TX","Texas","DFW","TX","Texas",0.00,0.00,0.00,"",37.00,164.00,,,,,,
20,6,2018-01-20,"JFK","NY","New York","SFO","CA","California",5.00,0.00,0.00,"",348.00,2586.00,,,,,,
16,2,2018-01-16,"STL","MO","Missouri","ORD","IL","Illinois",17.00,19.00,0.00,"",54.00,258.00,9.00,0.00,2.00,0.00,8.00,
25,4,2018-01-25,"LGA","NY","New York","PWM","ME","Maine",0.00,0.00,0.00,"",47.00,269.00,,,,,,
4,4,2018-01-04,"SFO","CA","California","IAD","VA","Virginia",0.00,0.00,0.00,"",269.00,2419.00,,,,,,
22,1,2018-01-22,"LAX","CA","California","SMF","CA","California",0.00,0.00,0.00,"",72.00,373.00,,,,,,
15,1,2018-01-15,"MSN","WI","Wisconsin","ATL","GA","Georgia",0.00,22.00,0.00,"",96.00,707.00,0.00,0.00,22.00,0.00,0.00,
21,7,2018-01-21,"DCA","VA","Virginia","BTV","VT","Vermont",0.00,0.00,0.00,"",66.00,437.00,,,,,,
28,7,2018-01-28,"GRR","MI","Michigan","ORD","IL","Illinois",0.00,0.00,0.00,"",28.00,137.00,,,,,,
18,4,2018-01-18,"HOU","TX","Texas","BNA","TN","Tennessee",0.00,0.00,0.00,"",88.00,670.00,,,,,,
21,7,2018-01-21,"BHM","AL","Alabama","ATL","GA","Georgia",0.00,0.00,0.00,"",34.00,134.00,,,,,,
6,6,2018-01-06,"DEN","CO","Colorado","IND","IN","Indiana",8.00,0.00,0.00,"",116.00,977.00,,,,,,
28,7,2018-01-28,"SFO","CA","California","BOS","MA","Massachusetts",0.00,0.00,0.00,"",304.00,2704.00,,,,,,
18,4,2018-01-18,"PHX","AZ","Arizona","DFW","TX","Texas",0.00,2.00,0.00,"",124.00,868.00,,,,,,
9,2,2018-01-09,"MDW","IL","Illinois","CVG","KY","Kentucky",0.00,0.00,0.00,"",42.00,249.00,,,,,,
8,1,2018-01-08,"BWI","MD","Maryland","EWR","NJ","New Jersey",,,1.00,"A",,169.00,,,,,,
19,5,2018-01-19,"PWM","ME","Maine","JFK","NY","New York",0.00,0.00,0.00,"",52.00,273.00,,,,,,
13,6,2018-01-13,"SGF","MO","Missouri","IAH","TX","Texas",0.00,0.00,0.00,"",81.00,513.00,,,,,,
7,7,2018-01-07,"GJT","CO","Colorado","PHX","AZ","Arizona",0.00,0.00,0.00,"",66.00,438.00,,,,,,
9,2,2018-01-09,"PDX","OR","Oregon","SAN","CA","California",2.00,0.00,0.00,"",129.00,933.00,,,,,,
31,3,2018-01-31,"MDW","IL","Illinois","MSP","MN","Minnesota",8.00,23.00,0.00,"",74.00,349.00,0.00,0.00,15.00,0.00,8.00,
10,3,2018-01-10,"MSY","LA","Louisiana","MCO","FL","Florida",0.00,0.00,0.00,"",77.00,551.00,,,,,,
13,6,2018-01-13,"CLL","TX","Texas","DFW","TX","Texas",2.00,0.00,0.00,"",39.00,164.00,,,,,,
14,7,2018-01-14,"OKC","OK","Oklahoma","IAD","VA","Virginia",0.00,0.00,0.00,"",143.00,1136.00,,,,,,
10,3,2018-01-10,"IAH","TX","Texas","DFW","TX","Texas",0.00,9.00,0.00,"",50.00,224.00,,,,,,
29,1,2018-01-29,"BOS","MA","Massachusetts","TPA","FL","Florida",3.00,18.00,0.00,"",204.00,1185.00,3.00,0.00,15.00,0.00,0.00,
18,4,2018-01-18,"SAN","CA","California","DEN","CO","Colorado",1.00,3.00,0.00,"",119.00,853.00,,,,,,
27,6,2018-01-27,"LFT","LA","Louisiana","IAH","TX","Texas",0.00,0.00,0.00,"",51.00,201.00,,,,,,
5,5,2018-01-05,"DEN","CO","Colorado","BFL","CA","California",0.00,0.00,0.00,"",125.00,845.00,,,,,,
19,5,2018-01-19,"DEN","CO","Colorado","TUS","AZ","Arizona",0.00,0.00,0.00,"",96.00,639.00,,,,,,
30,2,2018-01-30,"DEN","CO","Colorado","BWI","MD","Maryland",0.00,0.00,0.00,"",178.00,1491.00,,,,,,
21,7,2018-01-21,"TUS","AZ","Arizona","DEN","CO","Colorado",44.00,30.00,0.00,"",92.00,639.00,0.00,0.00,0.00,0.00,30.00,
5,5,2018-01-05,"PDX","OR","Oregon","JFK","NY","New York",22.00,37.00,0.00,"",274.00,2454.00,4.00,0.00,15.00,0.00,18.00,
28,7,2018-01-28,"PHX","AZ","Arizona","IND","IN","Indiana",0.00,1.00,0.00,"",181.00,1488.00,,,,,,
22,1,2018-01-22,"PHX","AZ","Arizona","LAS","NV","Nevada",0.00,0.00,0.00,"",43.00,255.00,,,,,,
17,3,2018-01-17,"BUR","CA","California","SJC","CA","California",0.00,0.00,0.00,"",47.00,296.00,,,,,,
16,2,2018-01-16,"DRO","CO","Colorado","DFW","TX","Texas",0.00,0.00,0.00,"",89.00,674.00,,,,,,
18,4,2018-01-18,"ORD","IL","Illinois","CLT","NC","North Carolina",0.00,25.00,0.00,"",84.00,599.00,0.00,0.00,25.00,0.00,0.00,
10,3,2018-01-10,"DTW","MI","Michigan","DEN","CO","Colorado",0.00,0.00,0.00,"",156.00,1123.00,,,,,,
23,2,2018-01-23,"LAS","NV","Nevada","SLC","UT","Utah",0.00,0.00,0.00,"",61.00,368.00,,,,,,
16,2,2018-01-16,"BWI","MD","Maryland","FLL","FL","Florida",0.00,0.00,0.00,"",134.00,925.00,,,,,,
31,3,2018-01-31,"SJT","TX","Texas","DFW","TX","Texas",0.00,0.00,0.00,"",45.00,229.00,,,,,,
28,7,2018-01-28,"LAS","NV","Nevada","LAX","CA","California",0.00,0.00,0.00,"",40.00,236.00,,,,,,
26,5,2018-01-26,"DEN","CO","Colorado","XNA","AR","Arkansas",0.00,0.00,0.00,"",83.00,616.00,,,,,,
18,4,2018-01-18,"IAH","TX","Texas","HSV","AL","Alabama",0.00,0.00,0.00,"",79.00,595.00,,,,,,
6,6,2018-01-06,"DTW","MI","Michigan","BOS","MA","Massachusetts",0.00,0.00,0.00,"",86.00,632.00,,,,,,
3,3,2018-01-03,"AUS","TX","Texas","MCO","FL","Florida",7.00,3.00,0.00,"",113.00,994.00,,,,,,
23,2,2018-01-23,"LGB","CA","California","OAK","CA","California",0.00,0.00,0.00,"",56.00,353.00,,,,,,
17,3,2018-01-17,"LGA","NY","New York","BUF","NY","New York",0.00,54.00,0.00,"",56.00,292.00,0.00,0.00,54.00,0.00,0.00,
23,2,2018-01-23,"JFK","NY","New York","LAX","CA","California",0.00,0.00,0.00,"",324.00,2475.00,,,,,,
19,5,2018-01-19,"LGA","NY","New York","BTV","VT","Vermont",0.00,0.00,0.00,"",47.00,258.00,,,,,,
17,3,2018-01-17,"OKC","OK","Oklahoma","ATL","GA","Georgia",199.00,216.00,0.00,"",99.00,761.00,199.00,0.00,17.00,0.00,0.00,
29,1,2018-01-29,"PBI","FL","Florida","BWI","MD","Maryland",15.00,0.00,0.00,"",111.00,883.00,,,,,,
20,6,2018-01-20,"DAL","TX","Texas","TPA","FL","Florida",4.00,2.00,0.00,"",119.00,917.00,,,,,,
18,4,2018-01-18,"OGG","HI","Hawaii","HNL","HI","Hawaii",0.00,0.00,0.00,"",22.00,100.00,,,,,,
19,5,2018-01-19,"BPT","TX","Texas","DFW","TX","Texas",0.00,0.00,0.00,"",57.00,270.00,,,,,,
30,2,2018-01-30,"SEA","WA","Washington","SAN","CA","California",0.00,0.00,0.00,"",129.00,1050.00,,,,,,
15,1,2018-01-15,"BHM","AL","Alabama","DEN","CO","Colorado",0.00,44.00,0.00,"",223.00,1083.00,0.00,0.00,44.00,0.00,0.00,
27,6,2018-01-27,"SYR","NY","New York","FLL","FL","Florida",1.00,0.00,0.00,"",170.00,1197.00,,,,,,
18,4,2018-01-18,"CLT","NC","North Carolina","LYH","VA","Virginia",0.00,7.00,0.00,"",45.00,175.00,,,,,,
31,3,2018-01-31,"MSN","WI","Wisconsin","ORD","IL","Illinois",0.00,0.00,0.00,"",33.00,108.00,,,,,,
12,5,2018-01-12,"DAL","TX","Texas","ATL","GA","Georgia",3.00,3.00,0.00,"",94.00,721.00,,,,,,
27,6,2018-01-27,"DCA","VA","Virginia","MSP","MN","Minnesota",0.00,0.00,0.00,"",140.00,931.00,,,,,,
29,1,2018-01-29,"HOU","TX","Texas","HRL","TX","Texas",0.00,0.00,0.00,"",42.00,277.00,,,,,,
2,2,2018-01-02,"MSY","LA","Louisiana","DCA","VA","Virginia",18.00,0.00,0.00,"",116.00,969.00,,,,,,
21,7,2018-01-21,"CMH","OH","Ohio","TPA","FL","Florida",0.00,0.00,0.00,"",112.00,829.00,,,,,,
31,3,2018-01-31,"STL","MO","Missouri","DSM","IA","Iowa",0.00,0.00,0.00,"",44.00,259.00,,,,,,
10,3,2018-01-10,"STS","CA","California","PHX","AZ","Arizona",4.00,0.00,0.00,"",91.00,699.00,,,,,,
3,3,2018-01-03,"MEM","TN","Tennessee","DCA","VA","Virginia",2.00,0.00,0.00,"",104.00,762.00,,,,,,
31,3,2018-01-31,"ALB","NY","New York","CLT","NC","North Carolina",0.00,0.00,0.00,"",106.00,646.00,,,,,,
31,3,2018-01-31,"PHX","AZ","Arizona","DEN","CO","Colorado",71.00,58.00,0.00,"",80.00,602.00,0.00,0.00,0.00,0.00,58.00,
24,3,2018-01-24,"ORD","IL","Illinois","ICT","KS","Kansas",137.00,121.00,0.00,"",84.00,588.00,0.00,0.00,0.00,0.00,121.00,
14,7,2018-01-14,"BWI","MD","Maryland","CLT","NC","North Carolina",0.00,0.00,0.00,"",64.00,361.00,,,,,,
27,6,2018-01-27,"ORD","IL","Illinois","GRR","MI","Michigan",0.00,0.00,0.00,"",29.00,137.00,,,,,,
18,4,2018-01-18,"ATL","GA","Georgia","TUL","OK","Oklahoma",60.00,47.00,0.00,"",94.00,674.00,0.00,47.00,0.00,0.00,0.00,
31,3,2018-01-31,"SEA","WA","Washington","DCA","VA","Virginia",0.00,0.00,0.00,"",257.00,2329.00,,,,,,
6,6,2018-01-06,"PBI","FL","Florida","DFW","TX","Texas",0.00,0.00,0.00,"",162.00,1102.00,,,,,,
26,5,2018-01-26,"SAN","CA","California","ATL","GA","Georgia",4.00,0.00,0.00,"",217.00,1892.00,,,,,,
14,7,2018-01-14,"LAS","NV","Nevada","JFK","NY","New York",0.00,0.00,0.00,"",273.00,2248.00,,,,,,
25,4,2018-01-25,"ATL","GA","Georgia","TPA","FL","Florida",3.00,0.00,0.00,"",63.00,406.00,,,,,,
21,7,2018-01-21,"LIT","AR","Arkansas","DFW","TX","Texas",0.00,0.00,0.00,"",51.00,304.00,,,,,,
4,4,2018-01-04,"JAX","FL","Florida","FLL","FL","Florida",0.00,0.00,0.00,"",54.00,319.00,,,,,,
21,7,2018-01-21,"CLE","OH","Ohio","DFW","TX","Texas",0.00,0.00,0.00,"",163.00,1021.00,,,,,,
22,1,2018-01-22,"ATL","GA","Georgia","MGM","AL","Alabama",21.00,11.00,0.00,"",35.00,147.00,,,,,,
15,1,2018-01-15,"LGA","NY","New York","ORD","IL","Illinois",0.00,0.00,0.00,"",118.00,733.00,,,,,,
5,5,2018-01-05,"ABQ","NM","New Mexico","SLC","UT","Utah",0.00,0.00,0.00,"",77.00,493.00,,,,,,
20,6,2018-01-20,"TUS","AZ","Arizona","PHX","AZ","Arizona",23.00,0.00,0.00,"",25.00,110.00,,,,,,
26,5,2018-01-26,"MSY","LA","Louisiana","IAH","TX","Texas",0.00,0.00,0.00,"",62.00,305.00,,,,,,
31,3,2018-01-31,"PDX","OR","Oregon","SEA","WA","Washington",0.00,25.00,0.00,"",39.00,129.00,0.00,0.00,25.00,0.00,0.00,
18,4,2018-01-18,"LAX","CA","California","BWI","MD","Maryland",11.00,6.00,0.00,"",290.00,2329.00,,,,,,
21,7,2018-01-21,"SFO","CA","California","SMF","CA","California",25.00,20.00,0.00,"",27.00,86.00,20.00,0.00,0.00,0.00,0.00,
13,6,2018-01-13,"JFK","NY","New York","MCO","FL","Florida",0.00,0.00,0.00,"",163.00,944.00,,,,,,
5,5,2018-01-05,"AUS","TX","Texas","HRL","TX","Texas",0.00,0.00,0.00,"",40.00,273.00,,,,,,
27,6,2018-01-27,"GNV","FL","Florida","CLT","NC","North Carolina",0.00,8.00,0.00,"",73.00,388.00,,,,,,
18,4,2018-01-18,"OMA","NE","Nebraska","MSP","MN","Minnesota",55.00,45.00,0.00,"",49.00,282.00,45.00,0.00,0.00,0.00,0.00,
3,3,2018-01-03,"BNA","TN","Tennessee","LAX","CA","California",12.00,0.00,0.00,"",243.00,1797.00,,,,,,
16,2,2018-01-16,"LIH","HI","Hawaii","HNL","HI","Hawaii",0.00,0.00,0.00,"",20.00,102.00,,,,,,
11,4,2018-01-11,"BHM","AL","Alabama","ATL","GA","Georgia",0.00,0.00,0.00,"",32.00,134.00,,,,,,
31,3,2018-01-31,"SLC","UT","Utah","LGB","CA","California",0.00,0.00,0.00,"",100.00,588.00,,,,,,
30,2,2018-01-30,"STL","MO","Missouri","FLL","FL","Florida",7.00,0.00,0.00,"",128.00,1057.00,,,,,,
26,5,2018-01-26,"DFW","TX","Texas","RDU","NC","North Carolina",0.00,0.00,0.00,"",134.00,1061.00,,,,,,
12,5,2018-01-12,"CLE","OH","Ohio","DEN","CO","Colorado",0.00,0.00,0.00,"",169.00,1201.00,,,,,,
25,4,2018-01-25,"ATL","GA","Georgia","SFO","CA","California",0.00,0.00,0.00,"",304.00,2139.00,,,,,,
15,1,2018-01-15,"ATL","GA","Georgia","DHN","AL","Alabama",0.00,0.00,0.00,"",33.00,170.00,,,,,,
23,2,2018-01-23,"PDX","OR","Oregon","SLC","UT","Utah",0.00,0.00,0.00,"",75.00,630.00,,,,,,
25,4,2018-01-25,"ELP","TX","Texas","DFW","TX","Texas",0.00,0.00,0.00,"",72.00,551.00,,,,,,
19,5,2018-01-19,"FLL","FL","Florida","BWI","MD","Maryland",0.00,0.00,0.00,"",119.00,925.00,,,,,,
2,2,2018-01-02,"AUS","TX","Texas","MDW","IL","Illinois",3.00,13.00,0.00,"",132.00,972.00,,,,,,
30,2,2018-01-30,"DCA","VA","Virginia","CVG","KY","Kentucky",0.00,0.00,0.00,"",69.00,411.00,,,,,,
8,1,2018-01-08,"MIA","FL","Florida","LGA","NY","New York",1.00,0.00,0.00,"",144.00,1096.00,,,,,,
26,5,2018-01-26,"BDL","CT","Connecticut","SJU","PR","Puerto Rico",0.00,0.00,0.00,"",191.00,1666.00,,,,,,
4,4,2018-01-04,"JFK","NY","New York","IND","IN","Indiana",,,1.00,"C",,665.00,,,,,,
13,6,2018-01-13,"IAD","VA","Virginia","MCO","FL","Florida",0.00,0.00,0.00,"",124.00,758.00,,,,,,
28,7,2018-01-28,"IAD","VA","Virginia","CVG","KY","Kentucky",0.00,0.00,0.00,"",70.00,388.00,,,,,,
29,1,2018-01-29,"PHL","PA","Pennsylvania","BDL","CT","Connecticut",0.00,0.00,0.00,"",37.00,196.00,,,,,,
20,6,2018-01-20,"FLL","FL","Florida","STL","MO","Missouri",0.00,0.00,0.00,"",138.00,1057.00,,,,,,
5,5,2018-01-05,"ORD","IL","Illinois","MSN","WI","Wisconsin",162.00,155.00,0.00,"",31.00,108.00,0.00,155.00,0.00,0.00,0.00,
7,7,2018-01-07,"CLE","OH","Ohio","ATL","GA","Georgia",0.00,0.00,0.00,"",85.00,554.00,,,,,,
18,4,2018-01-18,"UIN","IL","Illinois","ORD","IL","Illinois",49.00,38.00,0.00,"",46.00,222.00,0.00,0.00,0.00,0.00,38.00,
10,3,2018-01-10,"JFK","NY","New York","BOS","MA","Massachusetts",0.00,1.00,0.00,"",47.00,187.00,,,,,,
10,3,2018-01-10,"HNL","HI","Hawaii","LAX","CA","California",0.00,0.00,0.00,"",287.00,2556.00,,,,,,
23,2,2018-01-23,"ORH","MA","Massachusetts","FLL","FL","Florida",200.00,228.00,0.00,"",202.00,1211.00,5.00,0.00,28.00,0.00,195.00,
6,6,2018-01-06,"LAX","CA","California","PDX","OR","Oregon",3.00,9.00,0.00,"",138.00,834.00,,,,,,
28,7,2018-01-28,"BOS","MA","Massachusetts","FLL","FL","Florida",0.00,0.00,0.00,"",185.00,1237.00,,,,,,
26,5,2018-01-26,"DTW","MI","Michigan","LEX","KY","Kentucky",9.00,0.00,0.00,"",52.00,296.00,,,,,,
8,1,2018-01-08,"ABR","SD","South Dakota","MSP","MN","Minnesota",0.00,0.00,0.00,"",46.00,257.00,,,,,,
16,2,2018-01-16,"DEN","CO","Colorado","SGF","MO","Missouri",0.00,0.00,0.00,"",91.00,637.00,,,,,,
27,6,2018-01-27,"BOI","ID","Idaho","DEN","CO","Colorado",0.00,0.00,0.00,"",75.00,649.00,,,,,,
30,2,2018-01-30,"SGU","UT","Utah","DEN","CO","Colorado",0.00,0.00,0.00,"",74.00,517.00,,,,,,
4,4,2018-01-04,"MDW","IL","Illinois","SFO","CA","California",0.00,0.00,0.00,"",250.00,1855.00,,,,,,
6,6,2018-01-06,"ORD","IL","Illinois","MTJ","CO","Colorado",0.00,0.00,0.00,"",154.00,1081.00,,,,,,
3,3,2018-01-03,"RSW","FL","Florida","DTW","MI","Michigan",92.00,68.00,0.00,"",134.00,1084.00,0.00,0.00,0.00,0.00,68.00,
27,6,2018-01-27,"IAH","TX","Texas","SJU","PR","Puerto Rico",43.00,65.00,0.00,"",250.00,2007.00,43.00,0.00,22.00,0.00,0.00,
29,1,2018-01-29,"ATL","GA","Georgia","HSV","AL","Alabama",0.00,0.00,0.00,"",32.00,151.00,,,,,,
8,1,2018-01-08,"BWI","MD","Maryland","ATL","GA","Georgia",5.00,0.00,0.00,"",90.00,577.00,,,,,,
17,3,2018-01-17,"SYR","NY","New York","JFK","NY","New York",0.00,0.00,0.00,"",46.00,209.00,,,,,,
2,2,2018-01-02,"DFW","TX","Texas","CHA","TN","Tennessee",0.00,21.00,0.00,"",87.00,695.00,0.00,0.00,21.00,0.00,0.00,
27,6,2018-01-27,"PHX","AZ","Arizona","SAN","CA","California",0.00,0.00,0.00,"",48.00,304.00,,,,,,
5,5,2018-01-05,"LGA","NY","New York","MSN","WI","Wisconsin",7.00,0.00,0.00,"",124.00,812.00,,,,,,
11,4,2018-01-11,"PHX","AZ","Arizona","SJC","CA","California",0.00,0.00,0.00,"",96.00,621.00,,,,,,
2,2,2018-01-02,"ORD","IL","Illinois","PHX","AZ","Arizona",0.00,0.00,0.00,"",190.00,1440.00,,,,,,
8,1,2018-01-08,"BWI","MD","Maryland","DFW","TX","Texas",0.00,0.00,0.00,"",163.00,1217.00,,,,,,
16,2,2018-01-16,"MDW","IL","Illinois","DTW","MI","Michigan",3.00,0.00,0.00,"",41.00,228.00,,,,,,
31,3,2018-01-31,"MQT","MI","Michigan","DTW","MI","Michigan",0.00,13.00,0.00,"",56.00,349.00,,,,,,
2,2,2018-01-02,"IAH","TX","Texas","SEA","WA","Washington",0.00,0.00,0.00,"",262.00,1874.00,,,,,,
11,4,2018-01-11,"PHX","AZ","Arizona","LAS","NV","Nevada",1.00,0.00,0.00,"",44.00,255.00,,,,,,
3,3,2018-01-03,"PHX","AZ","Arizona","GJT","CO","Colorado",0.00,0.00,0.00,"",60.00,438.00,,,,,,
6,6,2018-01-06,"ORD","IL","Illinois","BWI","MD","Maryland",37.00,27.00,0.00,"",81.00,622.00,27.00,0.00,0.00,0.00,0.00,
27,6,2018-01-27,"SMF","CA","California","PHX","AZ","Arizona",4.00,0.00,0.00,"",93.00,647.00,,,,,,
2,2,2018-01-02,"SFO","CA","California","EWR","NJ","New Jersey",4.00,0.00,0.00,"",293.00,2565.00,,,,,,
1,1,2018-01-01,"CAK","OH","Ohio","ORD","IL","Illinois",0.00,0.00,0.00,"",64.00,343.00,,,,,,
8,1,2018-01-08,"MSP","MN","Minnesota","DEN","CO","Colorado",0.00,0.00,0.00,"",100.00,680.00,,,,,,
31,3,2018-01-31,"EWR","NJ","New Jersey","DAY","OH","Ohio",0.00,0.00,0.00,"",93.00,533.00,,,,,,
11,4,2018-01-11,"PHX","AZ","Arizona","JFK","NY","New York",0.00,0.00,0.00,"",250.00,2153.00,,,,,,
4,4,2018-01-04,"ATL","GA","Georgia","DAL","TX","Texas",0.00,3.00,0.00,"",117.00,721.00,,,,,,
18,4,2018-01-18,"CLT","NC","North Carolina","IAH","TX","Texas",,,1.00,"B",,912.00,,,,,,
12,5,2018-01-12,"ATL","GA","Georgia","PHL","PA","Pennsylvania",230.00,219.00,0.00,"",87.00,666.00,0.00,0.00,0.00,0.00,219.00,
10,3,2018-01-10,"GSO","NC","North Carolina","PHL","PA","Pennsylvania",0.00,0.00,0.00,"",58.00,365.00,,,,,,
7,7,2018-01-07,"DAL","TX","Texas","ABQ","NM","New Mexico",17.00,4.00,0.00,"",88.00,580.00,,,,,,
17,3,2018-01-17,"MCO","FL","Florida","DCA","VA","Virginia",0.00,8.00,0.00,"",88.00,759.00,,,,,,
22,1,2018-01-22,"MDW","IL","Illinois","STL","MO","Missouri",2.00,1.00,0.00,"",47.00,251.00,,,,,,
30,2,2018-01-30,"STX","VI","U.S. Virgin Islands","MIA","FL","Florida",0.00,0.00,0.00,"",162.00,1139.00,,,,,,
8,1,2018-01-08,"CKB","WV","West Virginia","IAD","VA","Virginia",119.00,99.00,0.00,"",33.00,151.00,99.00,0.00,0.00,0.00,0.00,
7,7,2018-01-07,"STL","MO","Missouri","MSP","MN","Minnesota",27.00,28.00,0.00,"",72.00,448.00,7.00,0.00,1.00,0.00,20.00,
25,4,2018-01-25,"SNA","CA","California","PHX","AZ","Arizona",0.00,9.00,0.00,"",56.00,338.00,,,,,,
12,5,2018-01-12,"ORD","IL","Illinois","CID","IA","Iowa",0.00,0.00,0.00,"",39.00,196.00,,,,,,
14,7,2018-01-14,"SLC","UT","Utah","LAX","CA","California",0.00,0.00,0.00,"",84.00,590.00,,,,,,
16,2,2018-01-16,"CLT","NC","North Carolina","PHX","AZ","Arizona",0.00,0.00,0.00,"",245.00,1773.00,,,,,,
31,3,2018-01-31,"IAD","VA","Virginia","BOS","MA","Massachusetts",0.00,0.00,0.00,"",68.00,413.00,,,,,,
9,2,2018-01-09,"SMF","CA","California","LGB","CA","California",50.00,32.00,0.00,"",55.00,387.00,0.00,0.00,0.00,0.00,32.00,
31,3,2018-01-31,"SLC","UT","Utah","RNO","NV","Nevada",0.00,0.00,0.00,"",67.00,422.00,,,,,,
31,3,2018-01-31,"IAD","VA","Virginia","SFO","CA","California",0.00,0.00,0.00,"",344.00,2419.00,,,,,,
16,2,2018-01-16,"GRR","MI","Michigan","ORD","IL","Illinois",62.00,38.00,0.00,"",29.00,137.00,0.00,0.00,0.00,0.00,38.00,
10,3,2018-01-10,"LGA","NY","New York","FLL","FL","Florida",0.00,0.00,0.00,"",139.00,1076.00,,,,,,
5,5,2018-01-05,"IAH","TX","Texas","AUS","TX","Texas",0.00,0.00,0.00,"",28.00,140.00,,,,,,
3,3,2018-01-03,"MDW","IL","Illinois","OMA","NE","Nebraska",28.00,31.00,0.00,"",67.00,423.00,9.00,0.00,3.00,0.00,19.00,
4,4,2018-01-04,"MDW","IL","Illinois","PIT","PA","Pennsylvania",0.00,0.00,0.00,"",59.00,402.00,,,,,,
22,1,2018-01-22,"RSW","FL","Florida","PIT","PA","Pennsylvania",29.00,17.00,0.00,"",121.00,966.00,9.00,0.00,0.00,0.00,8.00,
6,6,2018-01-06,"OAJ","NC","North Carolina","ATL","GA","Georgia",16.00,22.00,0.00,"",73.00,399.00,16.00,0.00,6.00,0.00,0.00,
15,1,2018-01-15,"MCO","FL","Florida","JFK","NY","New York",0.00,0.00,0.00,"",110.00,944.00,,,,,,
3,3,2018-01-03,"DFW","TX","Texas","CVG","KY","Kentucky",38.00,41.00,0.00,"",113.00,812.00,38.00,0.00,3.00,0.00,0.00,
2,2,2018-01-02,"SFO","CA","California","PHX","AZ","Arizona",0.00,0.00,0.00,"",95.00,651.00,,,,,,
3,3,2018-01-03,"ORD","IL","Illinois","SFO","CA","California",38.00,19.00,0.00,"",257.00,1846.00,19.00,0.00,0.00,0.00,0.00,
